,ID,name,fuel,seller_type,transmission,owner,year,selling_price,km_driven,marca
2424,9272,Toyota Etios Liva 1.2 V,Petrol,Individual,Manual,First Owner,2018,€ 500000,10000,Toyota
2425,9275,Toyota Innova 2.5 GX 7 STR BSIV,Diesel,Individual,Manual,Second Owner,2012,€ 1000000,80000,Toyota
2426,9278,Hyundai i20 Magna Optional 1.2,Petrol,Individual,Manual,First Owner,2013,€ 340000,35000,Hyundai
2427,9281,Hyundai Elite i20 Asta Option BSIV,Petrol,Individual,Manual,First Owner,2019,€ 800000,11240,Hyundai
2428,9284,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Individual,Manual,First Owner,2013,€ 1010000,120000,Toyota
2429,9287,Toyota Etios GD,Diesel,Individual,Manual,Third Owner,2011,€ 350000,120000,Toyota
2430,9290,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner,2016,€ 595000,70000,Maruti
2431,9293,Mahindra Scorpio VLX 2WD BSIV,Diesel,Individual,Manual,Third Owner,2014,€ 700000,130000,Mahindra
2432,9296,Renault KWID RXL,Petrol,Individual,Manual,First Owner,2019,€ 265000,40000,Renault
2433,9299,Maruti Alto K10 VXI,Petrol,Individual,Manual,Second Owner,2015,€ 320000,60000,Maruti
2434,9302,Honda City 1.5 S MT,Petrol,Individual,Manual,First Owner,2011,€ 310000,110000,Honda
2435,9305,Honda City i DTEC VX,Diesel,Individual,Manual,First Owner,2014,€ 700000,130000,Honda
2436,9308,Maruti Alto LXi BSIII,Petrol,Individual,Manual,Second Owner,2009,€ 130000,80000,Maruti
2437,9311,Maruti Swift Dzire VDi,Diesel,Individual,Manual,Second Owner,2009,€ 150000,120000,Maruti
2438,9314,Honda Amaze E i-Dtech,Diesel,Individual,Manual,Second Owner,2015,€ 300000,104000,Honda
2439,9317,Maruti Swift Dzire LXi,Petrol,Individual,Manual,Second Owner,2011,€ 150000,100000,Maruti
2440,9320,Honda City 1.3 EXI,Petrol,Individual,Manual,Second Owner,2003,€ 120000,132343,Honda
2441,9323,Hyundai Creta 1.4 CRDi S Plus,Diesel,Individual,Manual,Second Owner,2016,€ 950000,90000,Hyundai
2442,9326,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner,2007,€ 100000,60000,Maruti
2443,9329,Honda Jazz 1.5 SV i DTEC,Diesel,Individual,Manual,First Owner,2015,€ 450000,76000,Honda
2444,9332,Maruti 800 EX,Petrol,Individual,Manual,Third Owner,2004,€ 30000,60000,Maruti
2445,9335,Mahindra Renault Logan 1.6 Petrol GLSX,Petrol,Individual,Manual,Second Owner,2009,€ 200000,30000,Mahindra
2446,9338,Tata Indigo LS,Diesel,Individual,Manual,Second Owner,2010,€ 250000,96000,Tata
2447,9341,Mahindra Marazzo M8 8Str,Diesel,Individual,Manual,First Owner,2018,€ 1300000,10000,Mahindra
2448,9344,Toyota Etios Liva 1.4 VD,Diesel,Dealer,Manual,First Owner,2017,€ 425000,36000,Toyota
2449,9347,Honda Amaze VX O iDTEC,Diesel,Dealer,Manual,First Owner,2017,€ 550000,12997,Honda
2450,9350,Maruti Ciaz 1.4 AT Zeta,Petrol,Individual,Automatic,First Owner,2017,€ 500000,40000,Maruti
2451,9353,Hyundai Verna CRDi 1.6 SX Option,Diesel,Dealer,Manual,First Owner,2018,€ 1150000,26430,Hyundai
2452,9356,Maruti Swift 1.3 VXI ABS,Petrol,Dealer,Manual,First Owner,2015,€ 475000,24600,Maruti
2453,9359,Maruti Wagon R LXI,Petrol,Dealer,Manual,First Owner,2011,€ 260000,28481,Maruti
2454,9362,Ford Ecosport 1.0 Ecoboost Titanium Optional,Petrol,Individual,Manual,First Owner,2013,€ 350000,100000,Ford
2455,9365,Mahindra XUV500 W8 2WD,Diesel,Dealer,Manual,First Owner,2013,€ 750000,41988,Mahindra
2456,9368,Maruti Wagon R LXI,Petrol,Dealer,Manual,First Owner,2009,€ 180000,30375,Maruti
2457,9371,Renault KWID Climber 1.0 AMT BSIV,Petrol,Dealer,Automatic,First Owner,2017,€ 350000,7658,Renault
2458,9374,Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner,2017,€ 611000,34400,Maruti
2459,9377,Renault KWID RXL BSIV,Petrol,Dealer,Manual,First Owner,2017,€ 325000,18500,Renault
2460,9380,Maruti Alto VXi,Petrol,Dealer,Manual,First Owner,2015,€ 280000,26134,Maruti
2461,9383,Maruti Wagon R AMT VXI,Petrol,Dealer,Automatic,First Owner,2014,€ 300000,28942,Maruti
2462,9386,Mahindra XUV500 W8 2WD,Diesel,Dealer,Manual,First Owner,2012,€ 711000,53600,Mahindra
2463,9389,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Dealer,Manual,First Owner,2015,€ 851000,53652,Toyota
2464,9392,Maruti Ritz VDi,Diesel,Dealer,Manual,First Owner,2011,€ 260000,52895,Maruti
2465,9395,Hyundai Verna SX Diesel,Diesel,Dealer,Manual,Second Owner,2013,€ 550000,42324,Hyundai
2466,9398,Mahindra XUV500 W10 1.99 mHawk,Diesel,Dealer,Manual,First Owner,2016,€ 1044999,65000,Mahindra
2467,9401,Mahindra Scorpio EX,Diesel,Dealer,Manual,First Owner,2012,€ 550000,60236,Mahindra
2468,9404,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner,2014,€ 210000,70000,Maruti
2469,9407,Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Third Owner,2014,€ 210000,70000,Maruti
2470,9410,Mahindra Xylo E8,Diesel,Individual,Manual,Second Owner,2009,€ 290000,100000,Mahindra
2471,9413,Fiat 500 Lounge,Diesel,Individual,Manual,First Owner,2008,€ 250999,110000,Fiat
2472,9416,Renault Triber RXT BSIV,Petrol,Individual,Manual,First Owner,2019,€ 600000,10300,Renault
2473,9419,Fiat Grande Punto EVO 1.3 Active,Diesel,Individual,Manual,Second Owner,2014,€ 270000,120000,Fiat
2474,9422,Tata New Safari 4X4 EX,Diesel,Individual,Manual,First Owner,2012,€ 550000,142000,Tata
2475,9425,Mahindra TUV 300 mHAWK100 T8,Diesel,Individual,Manual,First Owner,2017,€ 800000,25000,Mahindra
2476,9428,Tata Altroz XE,Petrol,Individual,Manual,First Owner,2020,€ 500000,5000,Tata
2477,9431,Hyundai Creta 1.6 CRDi SX,Diesel,Individual,Manual,First Owner,2016,€ 535000,52600,Hyundai
2478,9434,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Dealer,Manual,First Owner,2016,€ 396000,28643,Hyundai
2479,9437,Honda City i DTEC VX,Diesel,Individual,Manual,First Owner,2014,€ 600000,50000,Honda
2480,9440,Maruti Wagon R ZXI 1.2,Petrol,Dealer,Manual,First Owner,2019,€ 575000,30000,Maruti
2481,9443,Hyundai Santro Sportz BSIV,Petrol,Individual,Manual,First Owner,2020,€ 520000,5000,Hyundai
2482,9446,Mahindra XUV500 AT W10 FWD,Diesel,Individual,Automatic,First Owner,2018,€ 1400000,30000,Mahindra
2483,9449,Maruti Baleno Delta Automatic,Petrol,Individual,Automatic,First Owner,2018,€ 600000,7600,Maruti
2484,9452,Chevrolet Beat Diesel LS,Diesel,Dealer,Manual,First Owner,2013,€ 195000,47253,Chevrolet
2485,9455,Maruti Alto K10 VXI AGS,Petrol,Dealer,Automatic,Second Owner,2015,€ 281000,4432,Maruti
2486,9458,Tata Indica GLS BS IV,Petrol,Individual,Manual,Second Owner,2010,€ 75000,110000,Tata
2487,9461,Hyundai Grand i10 Sportz,Petrol,Individual,Manual,First Owner,2014,€ 400000,25000,Hyundai
2488,9464,Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,Second Owner,2009,€ 93000,70000,Tata
2489,9467,Hyundai i20 Active S Petrol,Petrol,Dealer,Manual,First Owner,2016,€ 560000,68523,Hyundai
2490,9470,Hyundai EON 1.0 Era Plus,Petrol,Individual,Manual,First Owner,2019,€ 400000,5000,Hyundai
2491,9473,Tata Tigor 1.2 Revotron XT,Petrol,Individual,Manual,First Owner,2018,€ 459999,40000,Tata
2492,9476,Hyundai Xcent 1.2 CRDi E,Diesel,Individual,Manual,First Owner,2017,€ 450000,43000,Hyundai
2493,9479,Maruti Alto Green LXi (CNG),CNG,Dealer,Manual,Second Owner,2010,€ 88000,80251,Maruti
2494,9482,Hyundai i20 1.2 Era,Petrol,Individual,Manual,Second Owner,2010,€ 250000,34500,Hyundai
2495,9485,Ford Ikon 1.4 ZXi,Petrol,Dealer,Manual,Third Owner,2000,€ 22000,42743,Ford
2496,9488,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,Second Owner,2013,€ 130000,93900,Chevrolet
2497,9491,Maruti Zen VXi - BS III,Petrol,Individual,Manual,First Owner,2004,€ 79000,80000,Maruti
2498,9494,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner,2012,€ 120000,110000,Chevrolet
2499,9497,BMW 7 Series 730Ld,Diesel,Individual,Automatic,Second Owner,2011,€ 1700000,100000,BMW
2500,9500,Chevrolet Optra Magnum 2.0 LT,Diesel,Individual,Manual,First Owner,2012,€ 300000,25000,Chevrolet
2501,9503,Chevrolet Optra Magnum 2.0 LT,Diesel,Individual,Manual,First Owner,2012,€ 300000,25000,Chevrolet
2502,9506,Maruti A-Star Lxi,Petrol,Individual,Manual,First Owner,2009,€ 145000,25000,Maruti
2503,9509,Ford Endeavour 3.2 Titanium AT 4X4,Diesel,Individual,Automatic,First Owner,2019,€ 3200000,20000,Ford
2504,9512,Chevrolet Spark 1.0 LT,Petrol,Individual,Manual,First Owner,2013,€ 240000,10000,Chevrolet
2505,9515,Honda WR-V i-DTEC VX,Diesel,Individual,Manual,First Owner,2018,€ 700000,30000,Honda
2506,9518,Hyundai Accent GLX,Petrol,Individual,Manual,Second Owner,2010,€ 145000,110000,Hyundai
2507,9521,Maruti Ertiga VDI Limited Edition,Diesel,Individual,Manual,Second Owner,2014,€ 535000,80000,Maruti
2508,9524,Mahindra KUV 100 mFALCON G80 K2 Plus,Petrol,Individual,Manual,First Owner,2016,€ 420000,21000,Mahindra
2509,9527,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner,2016,€ 350000,20000,Maruti
2510,9530,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner,2015,€ 550000,32000,Maruti
2511,9533,Mitsubishi Montero 3.2 MT,Diesel,Individual,Manual,First Owner,2007,€ 750000,180000,Mitsubishi
2512,9536,Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,Diesel,Individual,Manual,Second Owner,2012,€ 198000,70000,Tata
2513,9539,Hyundai i20 Magna Optional 1.4 CRDi,Diesel,Individual,Manual,First Owner,2013,€ 420000,50000,Hyundai
2514,9542,Hyundai i20 Magna Optional 1.4 CRDi,Diesel,Individual,Manual,First Owner,2013,€ 420000,50000,Hyundai
2515,9545,Ford Endeavour 4x2 XLT,Diesel,Individual,Manual,First Owner,2004,€ 195000,120000,Ford
2516,9548,Hyundai EON Sportz,Petrol,Individual,Manual,Second Owner,2012,€ 150000,55766,Hyundai
2517,9551,Nissan Micra XL,Petrol,Individual,Manual,Second Owner,2011,€ 275000,40000,Nissan
2518,9554,Maruti 800 Std,Petrol,Individual,Manual,Third Owner,2001,€ 65000,60000,Maruti
2519,9557,Maruti Swift LXi BSIV,Petrol,Individual,Manual,First Owner,2008,€ 200000,50000,Maruti
2520,9560,Maruti Swift Dzire VDi,Diesel,Individual,Manual,Second Owner,2010,€ 250000,110000,Maruti
2521,9563,Renault Duster 85PS Diesel RxL,Diesel,Dealer,Manual,Second Owner,2013,€ 450000,1000,Renault
2522,9566,Maruti Ignis 1.3 Delta,Diesel,Dealer,Manual,First Owner,2018,€ 590000,26350,Maruti
2523,9569,Maruti SX4 Vxi BSIV,Petrol,Individual,Manual,Second Owner,2012,€ 225000,110000,Maruti
2524,9572,Tata Indigo CS LX (TDI) BS-III,Diesel,Dealer,Manual,First Owner,2015,€ 225000,68745,Tata
2525,9575,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner,2006,€ 165000,132000,Maruti
2526,9578,Mahindra Bolero Power Plus SLX,Diesel,Individual,Manual,First Owner,2019,€ 860000,35000,Mahindra
2527,9581,Mahindra XUV500 W6 2WD,Diesel,Individual,Manual,First Owner,2016,€ 900000,47000,Mahindra
2528,9584,Tata Indigo TDI,Diesel,Individual,Manual,First Owner,2013,€ 182000,100000,Tata
2529,9587,Tata Indica Vista Terra 1.4 TDI,Diesel,Individual,Manual,First Owner,2010,€ 100000,80000,Tata
2530,9590,Hyundai Santro Xing XL eRLX Euro III,Petrol,Individual,Manual,Second Owner,2006,€ 100000,40000,Hyundai
2531,9593,Maruti Alto K10 VXI AGS,Petrol,Dealer,Automatic,First Owner,2017,€ 375000,27289,Maruti
2532,9596,Tata Tiago XZA AMT,Petrol,Dealer,Automatic,First Owner,2018,€ 525000,10980,Tata
2533,9599,Hyundai EON Era Plus,Petrol,Dealer,Manual,First Owner,2016,€ 320000,24662,Hyundai
2534,9602,Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner,2013,€ 525000,37000,Maruti
2535,9605,Nissan Evalia XV,Diesel,Dealer,Manual,First Owner,2014,€ 650000,28245,Nissan
2536,9608,Hyundai Grand i10 1.2 CRDi Sportz Option,Diesel,Dealer,Manual,First Owner,2017,€ 575000,27005,Hyundai
2537,9611,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner,2014,€ 355000,39227,Hyundai
2538,9614,Mahindra KUV 100 D75 K4 Plus 5Str,Diesel,Dealer,Manual,First Owner,2016,€ 470000,31367,Mahindra
2539,9617,Maruti Wagon R LXI,Petrol,Dealer,Manual,First Owner,2008,€ 221000,35008,Maruti
2540,9620,Hyundai Santro Xing GLS,Petrol,Dealer,Manual,First Owner,2009,€ 195000,27005,Hyundai
2541,9623,Maruti Zen VX,Petrol,Individual,Manual,Second Owner,2001,€ 85000,86000,Maruti
2542,9626,Maruti Swift VDI,Diesel,Individual,Manual,First Owner,2013,€ 400000,50000,Maruti
2543,9629,Maruti Baleno Delta 1.3,Diesel,Individual,Manual,First Owner,2017,€ 650000,20000,Maruti
2544,9632,Hyundai i10 Magna 1.2,Petrol,Individual,Manual,First Owner,2010,€ 400000,50000,Hyundai
2545,9635,Tata Manza Aura (ABS) Quadrajet BS IV,Diesel,Individual,Manual,Second Owner,2012,€ 295000,80000,Tata
2546,9638,Maruti Omni LPG STD BSIV,LPG,Individual,Manual,Fourth & Above Owner,2006,€ 60000,135000,Maruti
2547,9641,Maruti Zen D PS,Diesel,Individual,Manual,Third Owner,2003,€ 110000,120000,Maruti
2548,9644,Fiat Linea 1.3 Multijet Emotion,Diesel,Individual,Manual,First Owner,2015,€ 550000,113600,Fiat
2549,9647,Hyundai Santro Xing GLS,Petrol,Individual,Manual,Third Owner,2008,€ 190000,70000,Hyundai
2550,9650,Ford Aspire Titanium Plus Diesel BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 861999,20000,Ford
2551,9653,Ford Aspire Titanium Plus BSIV,Petrol,Dealer,Manual,First Owner,2018,€ 782000,14000,Ford
2552,9656,Ford Freestyle Titanium Plus Diesel BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 836000,26000,Ford
2553,9659,Honda City i VTEC V,Petrol,Dealer,Manual,First Owner,2016,€ 696000,138925,Honda
2554,9662,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner,2016,€ 596000,121764,Honda
2555,9665,Honda Jazz 1.2 VX i VTEC,Petrol,Dealer,Manual,First Owner,2016,€ 612000,105429,Honda
2556,9668,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner,2015,€ 114999,35000,Maruti
2557,9671,Tata Bolt Quadrajet XE,Diesel,Individual,Manual,First Owner,2017,€ 340000,60000,Tata
2558,9674,Maruti Swift ZXI Plus,Petrol,Individual,Manual,First Owner,2020,€ 550000,5000,Maruti
2559,9677,Chevrolet Aveo U-VA 1.2 LT,Petrol,Individual,Manual,Third Owner,2008,€ 114999,70000,Chevrolet
2560,9680,Maruti Wagon R VXI,Petrol,Individual,Manual,First Owner,2000,€ 105000,80000,Maruti
2561,9683,Maruti Vitara Brezza ZDi,Diesel,Individual,Manual,First Owner,2019,€ 890000,20000,Maruti
2562,9686,Tata Nexon 1.2 Revotron XZ Plus,Petrol,Individual,Manual,First Owner,2019,€ 715000,8000,Tata
2563,9689,Hyundai i20 Asta (o),Petrol,Dealer,Manual,Second Owner,2014,€ 525000,54000,Hyundai
2564,9692,Volkswagen Jetta 2.0L TDI Highline AT,Diesel,Dealer,Automatic,First Owner,2012,€ 735000,55300,Volkswagen
2565,9695,Honda Amaze S i-VTEC,Petrol,Dealer,Manual,First Owner,2016,€ 495000,11958,Honda
2566,9698,Hyundai Creta 1.6 SX Option,Petrol,Dealer,Manual,First Owner,2017,€ 1025000,9000,Hyundai
2567,9701,Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,First Owner,2015,€ 750000,70000,Mahindra
2568,9704,Renault Duster 85PS Diesel RxL Optional,Diesel,Individual,Manual,First Owner,2013,€ 600000,120000,Renault
2569,9707,Hyundai i20 Asta 1.2,Petrol,Dealer,Manual,Second Owner,2014,€ 475000,23122,Hyundai
2570,9710,Hyundai Santro Xing XO,Petrol,Dealer,Manual,Second Owner,2007,€ 80000,58000,Hyundai
2571,9713,Mahindra Bolero 2011-2019 SLE,Diesel,Dealer,Manual,First Owner,2013,€ 325000,62200,Mahindra
2572,9716,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,Second Owner,2014,€ 1470000,34000,Audi
2573,9719,Fiat Avventura MULTIJET Emotion,Diesel,Individual,Manual,Second Owner,2015,€ 350000,53000,Fiat
2574,9722,Audi A8 4.2 TDI,Diesel,Dealer,Automatic,First Owner,2013,€ 2800000,49000,Audi
2575,9725,Datsun RediGO 1.0 S,Petrol,Dealer,Manual,Second Owner,2017,€ 210000,15000,Datsun
2576,9728,Chevrolet Cruze LT,Diesel,Dealer,Manual,Second Owner,2012,€ 349000,44500,Chevrolet
2577,9731,Volkswagen Jetta 1.4 TSI Comfortline,Petrol,Individual,Manual,First Owner,2013,€ 450000,50000,Volkswagen
2578,9734,Audi A4 2.0 TDI 177 Bhp Premium Plus,Diesel,Dealer,Automatic,First Owner,2013,€ 1150000,53000,Audi
2579,9737,Honda Civic 1.8 V AT,Petrol,Dealer,Automatic,First Owner,2009,€ 210000,63500,Honda
2580,9740,Mercedes-Benz E-Class Exclusive E 200 BSIV,Petrol,Dealer,Automatic,First Owner,2018,€ 4500000,9800,Mercedes-Benz
2581,9743,Volkswagen Polo GTI,Petrol,Dealer,Automatic,First Owner,2017,€ 825000,13599,Volkswagen
2582,9746,BMW X1 sDrive 20d xLine,Diesel,Individual,Automatic,First Owner,2017,€ 2750000,13000,BMW
2583,9749,Chevrolet Beat Diesel,Diesel,Individual,Manual,First Owner,2012,€ 160000,110000,Chevrolet
2584,9752,Mahindra Scorpio SLE BSIV,Diesel,Individual,Manual,Second Owner,2014,€ 550000,100000,Mahindra
2585,9755,Maruti Swift 1.3 VXI ABS,Petrol,Individual,Manual,Third Owner,2006,€ 95000,110000,Maruti
2586,9758,Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Individual,Manual,Second Owner,2014,€ 725000,90000,Toyota
2587,9761,Tata Tigor 1.2 Revotron XZ Option,Petrol,Individual,Manual,First Owner,2019,€ 670000,17000,Tata
2588,9764,Maruti Alto LX,Petrol,Individual,Manual,First Owner,2008,€ 65000,140000,Maruti
2589,9767,Mahindra Xylo D4,Diesel,Individual,Manual,Second Owner,2015,€ 500000,50000,Mahindra
2590,9770,Mahindra KUV 100 mFALCON G80 K8 5str,Petrol,Individual,Manual,First Owner,2017,€ 600000,53000,Mahindra
2591,9773,Maruti Wagon R VXI Optional,Petrol,Individual,Manual,Second Owner,2017,€ 350000,70000,Maruti
2592,9776,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Second Owner,2012,€ 200000,70000,Chevrolet
2593,9779,Hyundai Getz 1.5 CRDi GVS,Diesel,Individual,Manual,Third Owner,2008,€ 110000,154000,Hyundai
2594,9782,Hyundai EON Sportz,Petrol,Individual,Manual,First Owner,2012,€ 150000,80000,Hyundai
2595,9785,Maruti Zen D PS,Diesel,Individual,Manual,Second Owner,2003,€ 75000,110000,Maruti
2596,9788,Honda Amaze EX i-Dtech,Diesel,Individual,Manual,Second Owner,2013,€ 350000,90000,Honda
2597,9791,Toyota Innova Crysta 2.4 VX MT 8S BSIV,Diesel,Individual,Manual,First Owner,2018,€ 1700000,15000,Toyota
2598,9794,BMW X1 sDrive20d,Diesel,Individual,Automatic,Second Owner,2011,€ 890000,86000,BMW
2599,9797,Mahindra Scorpio M2DI,Diesel,Individual,Manual,First Owner,2014,€ 500000,120000,Mahindra
2600,9800,Hyundai Elite i20 Sportz Plus Dual Tone BSIV,Petrol,Individual,Manual,First Owner,2019,€ 600000,5200,Hyundai
2601,9803,Chevrolet Beat LS,Petrol,Individual,Manual,Second Owner,2010,€ 99000,60000,Chevrolet
2602,9806,Hyundai i10 Era 1.1 iTech SE,Petrol,Individual,Manual,First Owner,2011,€ 235000,46000,Hyundai
2603,9809,Tata Indigo GLX,Petrol,Individual,Manual,Second Owner,2006,€ 75000,40000,Tata
2604,9812,Honda City i DTEC VX,Diesel,Individual,Manual,Second Owner,2014,€ 600000,90000,Honda
2605,9815,Hyundai Verna CRDi 1.6 SX,Diesel,Individual,Manual,Second Owner,2019,€ 1000000,25000,Hyundai
2606,9818,Hyundai Verna 1.6 SX,Diesel,Individual,Manual,First Owner,2012,€ 390000,90000,Hyundai
2607,9821,Volkswagen Polo 1.5 TDI Highline,Diesel,Individual,Manual,First Owner,2015,€ 600000,70000,Volkswagen
2608,9824,Hyundai i20 1.2 Spotz,Petrol,Individual,Manual,Second Owner,2017,€ 600000,70000,Hyundai
2609,9827,Hyundai Elite i20 Magna Plus Diesel,Diesel,Individual,Manual,Second Owner,2019,€ 730000,35000,Hyundai
2610,9830,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Individual,Automatic,First Owner,2017,€ 450000,12700,Hyundai
2611,9833,Maruti Ritz LDi,Diesel,Individual,Manual,First Owner,2011,€ 250000,80000,Maruti
2612,9836,Mahindra XUV500 W10 2WD,Diesel,Individual,Manual,First Owner,2018,€ 1400000,20000,Mahindra
2613,9839,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner,2018,€ 300000,20000,Renault
2614,9842,Ford EcoSport 1.5 Petrol Titanium BSIV,Petrol,Individual,Manual,First Owner,2017,€ 800000,19000,Ford
2615,9845,Fiat Grande Punto Active (Diesel),Diesel,Individual,Manual,Second Owner,2009,€ 125000,95000,Fiat
2616,9848,BMW X1 sDrive 20d xLine,Diesel,Individual,Automatic,First Owner,2019,€ 2600000,9500,BMW
2617,9851,Skoda Fabia 1.2 MPI Ambition Plus,Petrol,Individual,Manual,First Owner,2012,€ 300000,50000,Skoda
2618,9854,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Individual,Manual,First Owner,2012,€ 295000,90000,Volkswagen
2619,9857,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,Petrol,Dealer,Manual,First Owner,2013,€ 650000,45839,Ford
2620,9860,Chevrolet Aveo 1.4 LS,Petrol,Dealer,Manual,First Owner,2010,€ 200000,74510,Chevrolet
2621,9863,Chevrolet Aveo U-VA 1.2 LS,Petrol,Dealer,Manual,First Owner,2009,€ 130000,87293,Chevrolet
2622,9866,Ford Figo Diesel EXI,Diesel,Dealer,Manual,First Owner,2012,€ 250000,156040,Ford
2623,9869,Ford Endeavour 2.5L 4X2 MT,Diesel,Dealer,Manual,First Owner,2004,€ 400000,93415,Ford
2624,9872,Ford Aspire Titanium BSIV,Petrol,Dealer,Manual,First Owner,2017,€ 430000,101159,Ford
2625,9875,Hyundai EON 1.0 Kappa Magna Plus,Petrol,Individual,Manual,Second Owner,2015,€ 170000,80000,Hyundai
2626,9878,Tata Tiago 2019-2020 XZ,Petrol,Individual,Manual,First Owner,2019,€ 450000,12000,Tata
2627,9881,Maruti Swift ZXI,Petrol,Individual,Manual,First Owner,2013,€ 350000,90000,Maruti
2628,9884,Chevrolet Spark 1.0 LT,Petrol,Dealer,Manual,First Owner,2011,€ 130000,68519,Chevrolet
2629,9887,Chevrolet Beat Diesel LS,Diesel,Dealer,Manual,First Owner,2012,€ 180000,55130,Chevrolet
2630,9890,Ford Ecosport 1.0 Ecoboost Titanium Optional,Petrol,Dealer,Manual,First Owner,2014,€ 475000,65239,Ford
2631,9893,Volkswagen Polo 1.2 MPI Comfortline,Petrol,Dealer,Manual,First Owner,2015,€ 470000,58182,Volkswagen
2632,9896,Ford Fiesta Diesel Trend,Diesel,Dealer,Manual,First Owner,2012,€ 200000,91245,Ford
